[Mon Aug 12 12:23:58 UTC 2024] MihiBlu | Location: X: 12013565 Y: 102 Z: 19617387 | Line: 0 | 
[Wed Sep 18 19:55:21 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -4 | Line: 1 | 
[Wed Sep 18 19:55:21 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -4 | Line: 2 | Shelf 2
[Wed Sep 18 19:55:21 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -4 | Line: 3 | 
[Wed Sep 18 19:56:01 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -6 | Line: 0 | 
[Wed Sep 18 19:56:01 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -6 | Line: 1 | 
[Wed Sep 18 19:56:01 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -6 | Line: 2 | Sidetable
[Wed Sep 18 19:56:01 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -6 | Line: 3 | 
[Wed Sep 18 19:56:58 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -8 | Line: 0 | 
[Wed Sep 18 19:56:58 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -8 | Line: 1 | Simple
[Wed Sep 18 19:56:58 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -8 | Line: 2 | Chopping Board
[Wed Sep 18 19:56:58 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -8 | Line: 3 | 
[Wed Sep 18 19:57:23 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -10 | Line: 0 | 
[Wed Sep 18 19:57:23 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -10 | Line: 1 | 
[Wed Sep 18 19:57:23 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -10 | Line: 2 | Simple Plate
[Wed Sep 18 19:57:23 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -10 | Line: 3 | 
[Wed Sep 18 19:57:53 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -12 | Line: 0 | 
[Wed Sep 18 19:57:53 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -12 | Line: 1 | 
[Wed Sep 18 19:57:53 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -12 | Line: 2 | Sleeping Bag
[Wed Sep 18 19:57:53 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -12 | Line: 3 | 
[Wed Sep 18 19:58:43 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -14 | Line: 0 | 
[Wed Sep 18 19:58:43 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -14 | Line: 1 | 
[Wed Sep 18 19:58:43 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -14 | Line: 2 | Snowgolem
[Wed Sep 18 19:58:43 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -14 | Line: 3 | (Rename Snowman)
[Wed Sep 18 19:59:04 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -16 | Line: 0 | 
[Wed Sep 18 19:59:04 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -16 | Line: 1 | 
[Wed Sep 18 19:59:04 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -16 | Line: 2 | Sofa
[Wed Sep 18 19:59:04 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -16 | Line: 3 | 
[Wed Sep 18 20:02:12 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -20 | Line: 0 | 
[Wed Sep 18 20:02:12 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -20 | Line: 1 | 
[Wed Sep 18 20:02:12 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -20 | Line: 2 | Sofa 2
[Wed Sep 18 20:02:12 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -20 | Line: 3 | 
[Wed Sep 18 20:03:14 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -24 | Line: 0 | 
[Wed Sep 18 20:03:14 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -24 | Line: 1 | 
[Wed Sep 18 20:03:14 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -24 | Line: 2 | Sofa 3
[Wed Sep 18 20:03:14 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -24 | Line: 3 | 
[Wed Sep 18 20:03:53 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -27 | Line: 0 | 
[Wed Sep 18 20:03:53 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -27 | Line: 1 | 
[Wed Sep 18 20:03:53 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -27 | Line: 2 | Street Lamp
[Wed Sep 18 20:03:53 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -27 | Line: 3 | 
[Wed Sep 18 20:04:29 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -29 | Line: 0 | 
[Wed Sep 18 20:04:29 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -29 | Line: 1 | 
[Wed Sep 18 20:04:29 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -29 | Line: 2 | Streetlamp 2
[Wed Sep 18 20:04:29 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -29 | Line: 3 | 
[Wed Sep 18 20:04:50 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -31 | Line: 0 | 
[Wed Sep 18 20:04:50 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -31 | Line: 1 | 
[Wed Sep 18 20:04:50 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -31 | Line: 2 | Streetlamp 3
[Wed Sep 18 20:04:50 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -31 | Line: 3 | 
[Wed Sep 18 20:06:06 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -35 | Line: 0 | 
[Wed Sep 18 20:06:06 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -35 | Line: 1 | 
[Wed Sep 18 20:06:06 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -35 | Line: 2 | Studio
[Wed Sep 18 20:06:06 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -35 | Line: 3 | 
[Wed Sep 18 20:06:10 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -35 | Line: 0 | 
[Wed Sep 18 20:06:10 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -35 | Line: 1 | 
[Wed Sep 18 20:06:10 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -35 | Line: 2 | Studio
[Wed Sep 18 20:06:10 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -35 | Line: 3 | 
[Wed Sep 18 20:06:43 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -39 | Line: 0 | 
[Wed Sep 18 20:06:43 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -39 | Line: 1 | 
[Wed Sep 18 20:06:43 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -39 | Line: 2 | Sunshade
[Wed Sep 18 20:06:43 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -39 | Line: 3 | 
[Wed Sep 18 20:10:20 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -41 | Line: 0 | 
[Wed Sep 18 20:10:20 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -41 | Line: 1 | 
[Wed Sep 18 20:10:20 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -41 | Line: 2 | Table
[Wed Sep 18 20:10:20 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -41 | Line: 3 | 
[Wed Sep 18 20:10:42 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -43 | Line: 0 | 
[Wed Sep 18 20:10:42 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -43 | Line: 1 | 
[Wed Sep 18 20:10:42 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -43 | Line: 2 | Tent 1
[Wed Sep 18 20:10:42 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -43 | Line: 3 | 
[Wed Sep 18 20:11:40 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -48 | Line: 0 | 
[Wed Sep 18 20:11:40 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -48 | Line: 1 | 
[Wed Sep 18 20:11:40 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -48 | Line: 2 | Tent 2
[Wed Sep 18 20:11:40 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -48 | Line: 3 | 
[Wed Sep 18 20:12:08 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -54 | Line: 0 | 
[Wed Sep 18 20:12:08 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -54 | Line: 1 | 
[Wed Sep 18 20:12:08 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -54 | Line: 2 | Toilet
[Wed Sep 18 20:12:08 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -54 | Line: 3 | 
[Wed Sep 18 20:12:44 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -56 | Line: 0 | 
[Wed Sep 18 20:12:44 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -56 | Line: 1 | 
[Wed Sep 18 20:12:44 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -56 | Line: 2 | Torn Table A
[Wed Sep 18 20:12:44 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -56 | Line: 3 | 
[Wed Sep 18 20:13:25 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -58 | Line: 0 | 
[Wed Sep 18 20:13:25 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -58 | Line: 1 | 
[Wed Sep 18 20:13:25 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -58 | Line: 2 | Trashcan
[Wed Sep 18 20:13:25 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -58 | Line: 3 | 
[Wed Sep 18 20:14:23 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -60 | Line: 0 | 
[Wed Sep 18 20:14:23 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -60 | Line: 1 | 
[Wed Sep 18 20:14:23 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -60 | Line: 2 | Trunk
[Wed Sep 18 20:14:23 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -60 | Line: 3 | 
[Wed Sep 18 20:14:47 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -64 | Line: 0 | 
[Wed Sep 18 20:14:47 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -64 | Line: 1 | 
[Wed Sep 18 20:14:47 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -64 | Line: 2 | T.V.
[Wed Sep 18 20:14:47 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -64 | Line: 3 | 
[Wed Sep 18 20:15:15 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -66 | Line: 0 | 
[Wed Sep 18 20:15:15 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -66 | Line: 1 | 
[Wed Sep 18 20:15:15 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -66 | Line: 2 | Washing Machine
[Wed Sep 18 20:15:15 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -66 | Line: 3 | 
[Wed Sep 18 20:15:41 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -68 | Line: 0 | 
[Wed Sep 18 20:15:41 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -68 | Line: 1 | 
[Wed Sep 18 20:15:41 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -68 | Line: 2 | Wash Stand
[Wed Sep 18 20:15:41 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -68 | Line: 3 | 
[Wed Sep 18 20:16:00 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -70 | Line: 0 | 
[Wed Sep 18 20:16:00 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -70 | Line: 1 | 
[Wed Sep 18 20:16:00 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -70 | Line: 2 | Wax Candle
[Wed Sep 18 20:16:00 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -70 | Line: 3 | 
[Wed Sep 18 20:16:24 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -72 | Line: 0 | 
[Wed Sep 18 20:16:24 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -72 | Line: 1 | 
[Wed Sep 18 20:16:24 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -72 | Line: 2 | Weapon Stand
[Wed Sep 18 20:16:24 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -72 | Line: 3 | 
[Wed Sep 18 20:16:44 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -74 | Line: 0 | 
[Wed Sep 18 20:16:44 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -74 | Line: 1 | 
[Wed Sep 18 20:16:44 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -74 | Line: 2 | Well
[Wed Sep 18 20:16:44 UTC 2024] MykalsVapor | Location: X: -212 Y: 99 Z: -74 | Line: 3 | 
[Wed Sep 18 21:57:06 UTC 2024] MihiBlu | Location: X: -91 Y: 67 Z: -31 | Line: 0 | &0ᴀᴜᴄᴛɪᴏɴ #2
[Wed Sep 18 21:57:06 UTC 2024] MihiBlu | Location: X: -91 Y: 67 Z: -31 | Line: 1 | 15K
[Wed Sep 18 21:57:06 UTC 2024] MihiBlu | Location: X: -91 Y: 67 Z: -31 | Line: 2 | &b0 ʙɪᴅꜱ
[Wed Sep 18 21:57:06 UTC 2024] MihiBlu | Location: X: -91 Y: 67 Z: -31 | Line: 3 |  ᴄʟɪᴄᴋ ɢʟᴀss
[Wed Sep 18 23:17:31 UTC 2024] MihiBlu | Location: X: -73 Y: 65 Z: -1 | Line: 0 | 
[Wed Sep 18 23:17:31 UTC 2024] MihiBlu | Location: X: -73 Y: 65 Z: -1 | Line: 1 | &bBalanced
[Wed Sep 18 23:17:31 UTC 2024] MihiBlu | Location: X: -73 Y: 65 Z: -1 | Line: 2 | 
[Wed Sep 18 23:17:31 UTC 2024] MihiBlu | Location: X: -73 Y: 65 Z: -1 | Line: 3 | 
[Wed Sep 18 23:54:43 UTC 2024] MihiBlu | Location: X: -73 Y: 65 Z: -1 | Line: 0 | 
[Wed Sep 18 23:54:43 UTC 2024] MihiBlu | Location: X: -73 Y: 65 Z: -1 | Line: 1 | &bBalanced
[Wed Sep 18 23:54:43 UTC 2024] MihiBlu | Location: X: -73 Y: 65 Z: -1 | Line: 2 | 
[Wed Sep 18 23:54:43 UTC 2024] MihiBlu | Location: X: -73 Y: 65 Z: -1 | Line: 3 | 
[Thu Sep 19 00:33:44 UTC 2024] MihiBlu | Location: X: -73 Y: 64 Z: -1 | Line: 0 | 
[Thu Sep 19 00:33:44 UTC 2024] MihiBlu | Location: X: -73 Y: 64 Z: -1 | Line: 1 | &eDaily
[Thu Sep 19 00:33:44 UTC 2024] MihiBlu | Location: X: -73 Y: 64 Z: -1 | Line: 2 | 
[Thu Sep 19 00:33:44 UTC 2024] MihiBlu | Location: X: -73 Y: 64 Z: -1 | Line: 3 | 
